Time,Extension,Load
15.04700,15.00221,26.97376
15.14700,15.10266,27.35615
15.24700,15.20251,28.07350
15.34700,15.30203,28.80252
15.44700,15.40253,29.91058
15.54700,15.50273,30.95524
15.64700,15.60221,31.72870
15.74700,15.70211,32.49830
15.84700,15.80249,33.12436
15.94700,15.90217,33.93843
16.04700,16.00227,34.33675
16.14700,16.10276,34.33687
16.24700,16.20251,34.84369
16.34700,16.30227,35.09379
16.39500,16.35044,33.83216
16.47000,16.42543,32.57491
16.57000,16.52549,32.26508
16.67000,16.62511,32.26422
16.77000,16.72581,32.34383
16.87000,16.82563,33.25368
16.97000,16.92529,33.68589
17.07000,17.02569,34.11689
17.17000,17.12566,35.08089
17.27000,17.22515,34.61480
17.37000,17.32543,35.16171
17.47000,17.42595,35.78504
17.57000,17.52535,35.02487
17.60000,17.55542,33.77216
17.70000,17.65544,34.74929
17.80000,17.75583,35.49512
17.90000,17.85499,35.80640
18.00000,17.95516,35.28245
18.10000,18.05583,35.21749
18.20000,18.15545,35.09151
18.30000,18.25538,35.31622
18.40000,18.35545,35.77887
18.50000,18.45568,34.53709
18.54100,18.49628,33.27132
18.64100,18.59604,33.56560
18.74100,18.69694,33.31606
18.84100,18.79626,33.38570
18.94100,18.89611,33.72258
19.04100,18.99664,33.86739
19.14100,19.09675,33.98917
19.24100,19.19633,34.35899
19.34100,19.29655,34.52202
19.44100,19.39654,34.58977
19.54100,19.49630,34.44309
19.64100,19.59603,35.13371
19.74100,19.69697,35.33435
19.84100,19.79610,35.81643
19.94100,19.89642,35.80530
20.04100,19.99668,36.04682
20.14100,20.09628,36.76352
20.24100,20.19607,36.76130
20.34100,20.29658,36.72044
20.44100,20.39686,37.22622
20.54100,20.49645,37.68221
20.64100,20.59620,37.42868
20.74100,20.69660,37.89867
20.84100,20.79621,38.24788
20.94100,20.89604,38.31279
21.04100,20.99700,38.57196
21.14100,21.09610,38.47849
21.24100,21.19628,39.15615
21.34100,21.29661,39.81757
21.44100,21.39628,39.30730
21.54100,21.49627,39.81802
21.64100,21.59665,40.07362
21.74100,21.69688,40.98674
21.84100,21.79628,40.59399
21.94100,21.89634,39.79210
22.04100,21.99666,39.76978
22.14100,22.09627,40.55706
22.24100,22.19629,40.84816
22.34100,22.29684,40.12917
22.44100,22.39635,39.86069
22.54100,22.49603,39.10706
22.64100,22.59660,39.56385
22.74100,22.69637,40.25847
22.84100,22.79613,40.58626
22.94100,22.89674,40.32220
23.04100,22.99679,40.40918
23.14100,23.09602,40.91929
23.24100,23.19636,41.21199
23.34100,23.29651,41.78620
23.44100,23.39618,42.12602
23.54100,23.49629,41.74133
23.64100,23.59675,41.81586
23.74100,23.69631,41.40982
23.84100,23.79606,40.85069
23.94100,23.89650,41.02443
24.04100,23.99660,41.53134
24.14100,24.09630,41.69197
24.24100,24.19669,41.77488
24.34100,24.29670,41.34241
24.44100,24.39612,40.86671
24.54100,24.49634,40.64804
24.64100,24.59651,40.62848
24.74100,24.69630,41.27773
24.84100,24.79611,41.83103
24.94100,24.89700,41.98202
25.04100,24.99622,42.42703
25.14100,25.09609,42.83579
25.24100,25.19654,42.82593
25.34100,25.29632,42.91391
25.44100,25.39633,43.60960
25.54100,25.49681,43.83552
25.64100,25.59651,43.10241
25.74100,25.69616,42.67575
25.84100,25.79620,42.79092
25.94100,25.89683,41.96304
26.04100,25.99636,41.42228
26.14100,26.09612,40.57697
26.24100,26.19702,40.36671
26.34100,26.29626,39.69695
26.44100,26.39597,39.72317
26.54100,26.49682,40.19540
26.64100,26.59656,40.62449
26.74100,26.69644,40.89908
26.84100,26.79660,40.78043
26.94100,26.89641,40.67914
27.04100,26.99624,40.69376
27.14100,27.09632,40.69337
27.24100,27.19667,40.72079
27.34100,27.29627,40.58128
27.44100,27.39645,40.75486
27.54100,27.49684,40.97031
27.64100,27.59609,40.76240
27.74100,27.69596,40.75041
27.84100,27.79678,40.77421
27.94100,27.89652,40.72641
28.04100,27.99647,40.09636
28.14100,28.09623,39.59266
28.24100,28.19674,38.53277
28.34100,28.29605,37.76036
28.38700,28.34240,36.47160
28.48700,28.44271,35.75199
28.58700,28.54248,36.51324
28.68700,28.64234,36.93128
28.78700,28.74249,37.17197
28.88700,28.84279,37.56118
28.98700,28.94214,37.83807
29.08700,29.04238,37.73311
29.18700,29.14269,37.84206
29.28700,29.24223,37.57943
29.38700,29.34216,37.55024
29.48700,29.44288,37.72205
29.58700,29.54235,38.22714
29.68700,29.64241,38.43542
29.78700,29.74255,38.35403
29.88700,29.84252,38.04260
29.98700,29.94228,38.16868
30.08700,30.04245,37.85661
30.18700,30.14282,37.62341
30.28700,30.24210,37.37687
30.38700,30.34245,37.01449
30.48700,30.44260,36.89914
30.58700,30.54228,37.29292
30.68700,30.64241,37.40030
30.78700,30.74287,37.45351
30.88700,30.84218,37.55360
30.98700,30.94228,37.81271
31.08700,31.04260,38.13507
31.18700,31.14263,38.03501
31.28700,31.24234,37.87236
31.38700,31.34260,38.08394
31.48700,31.44274,37.93245
31.58700,31.54222,37.87448
31.68700,31.64226,37.87147
31.78700,31.74296,37.51476
31.88700,31.84221,37.11991
31.98700,31.94234,37.07989
32.08700,32.04282,37.07401
32.18700,32.14231,37.36554
32.28700,32.24218,37.98939
32.38700,32.34280,38.48140
32.48700,32.44259,38.64394
32.58700,32.54239,38.99383
32.68700,32.64260,39.09995
32.78700,32.74275,39.19022
32.88700,32.84214,38.56159
32.98700,32.94220,38.24068
33.08700,33.04283,38.06916
33.18700,33.14245,37.74113
33.28700,33.24231,37.59344
33.38700,33.34275,37.53156
33.48700,33.44220,37.94144
33.58700,33.54206,38.17192
33.68700,33.64241,38.16464
33.78700,33.74269,38.15519
33.88700,33.84247,37.83467
33.98700,33.94241,37.60190
34.08700,34.04282,37.61595
34.18700,34.14203,37.33716
34.28700,34.24235,37.41870
34.38700,34.34278,37.16206
34.48700,34.44244,37.34831
34.58700,34.54232,37.18073
34.68700,34.64284,37.01098
34.78700,34.74204,36.77652
34.88700,34.84245,36.36545
34.98700,34.94262,35.71686
35.08700,35.04260,35.63126
35.18700,35.14236,35.76448
35.28700,35.24259,35.81020
35.38700,35.34275,35.91720
35.48700,35.44217,35.53079
35.58700,35.54223,35.05220
35.68700,35.64301,34.45277
35.78700,35.74230,34.78642
35.88700,35.84224,35.23923
35.98700,35.94262,35.72379
36.08700,36.04219,35.75965
36.18700,36.14239,35.82701
36.28700,36.24279,35.81737
36.38700,36.34263,36.05238
36.48700,36.44220,36.34260
36.58700,36.54254,36.60226
36.68700,36.64256,36.51729
36.78700,36.74239,36.35701
36.88700,36.84229,36.30953
36.98700,36.94295,36.06881
37.08700,37.04226,36.23837
37.18700,37.14225,36.37786
37.28700,37.24246,36.54136
37.38700,37.34248,36.05212
37.48700,37.44236,35.77458
37.58700,37.54282,35.80801
37.68700,37.64270,35.67479
37.78700,37.74221,35.61490
37.88700,37.84248,35.50364
37.98700,37.94260,35.38507
38.08700,38.04226,35.57154
38.18700,38.14264,35.65671
38.28700,38.24300,35.90646
38.38700,38.34224,35.86019
38.48700,38.44209,35.85158
38.58700,38.54243,35.69872
38.68700,38.64264,35.67617
38.78700,38.74233,35.71864
38.88700,38.84280,35.87240
38.98700,38.94239,35.38924
39.08700,39.04216,34.72805
39.18700,39.14234,34.49564
39.28700,39.24269,34.85417
39.38700,39.34223,35.31330
39.48700,39.44241,35.40122
39.58700,39.54304,35.67669
39.68700,39.64220,35.89804
39.78700,39.74175,35.96723
39.88700,39.84271,36.20064
39.98700,39.94250,36.41693
40.08700,40.04247,36.69737
40.18700,40.14280,36.78444
40.28700,40.24255,36.90573
40.38700,40.34209,36.79778
40.48700,40.44238,36.76606
40.58700,40.54277,36.73723
40.68700,40.64236,36.94650
40.78700,40.74249,37.09574
40.88700,40.84289,37.11225
40.98700,40.94222,37.12617
41.08700,41.04181,37.42579
41.18700,41.14270,37.55888
41.28700,41.24238,37.68455
41.38700,41.34256,37.82043
41.48700,41.44261,37.93135
41.58700,41.54259,37.98256
41.68700,41.64199,38.13839
41.78700,41.74240,38.25178
41.88700,41.84279,38.30300
41.98700,41.94246,38.38144
42.08700,42.04240,38.25559
42.18700,42.14283,37.91036
42.28700,42.24191,37.87189
42.37800,42.33337,36.61358
42.47800,42.43371,35.63018
42.57800,42.53371,35.42286
42.67800,42.63339,35.47350
42.77800,42.73359,35.24148
42.87800,42.83343,35.32711
42.97800,42.93321,35.58662
43.07800,43.03336,35.73503
43.17800,43.13402,35.75264
43.27800,43.23337,36.04685
43.37800,43.33312,36.15854
43.47800,43.43362,36.24553
43.57800,43.53283,36.22009
43.67800,43.63329,36.63917
43.77800,43.73388,36.83068
43.87800,43.83353,36.75376
43.97800,43.93320,37.19466
44.07800,44.03362,37.49036
44.17800,44.13342,37.63697
44.27800,44.23324,37.64088
44.37800,44.33321,37.56874
44.47800,44.43414,37.66924
44.57800,44.53328,37.69742
44.67800,44.63315,37.73697
44.77800,44.73332,37.61486
44.87800,44.83337,37.48112
44.97800,44.93317,37.45486
45.07800,45.03381,37.46317
45.17800,45.13363,37.62894
45.27800,45.23345,37.75609
45.37800,45.33348,37.79188
45.47800,45.43334,37.82563
45.57800,45.53320,37.94747
45.67800,45.63349,38.05753
45.77800,45.73395,38.14333
45.87800,45.83331,38.22631
45.97800,45.93310,38.24865
46.07800,46.03337,38.10937
46.17800,46.13335,37.98751
46.27800,46.23321,38.03433
46.37800,46.33393,38.16120
46.47800,46.43354,38.25814
46.57800,46.53335,38.34605
46.67800,46.63344,38.49626
46.77800,46.73344,38.56419
46.87800,46.83320,38.72481
46.97800,46.93353,38.87164
47.07800,47.03389,38.94822
47.17800,47.13310,39.08833
47.27800,47.23278,39.14747
47.37800,47.33395,39.21165
47.47800,47.43337,39.21005
47.57800,47.53334,39.22582
47.67800,47.63371,39.27383
47.77800,47.73369,39.24696
47.87800,47.83318,39.12846
47.97800,47.93352,38.88315
48.07800,48.03358,38.50919
48.17800,48.13348,38.38463
48.27800,48.23324,38.27717
48.37800,48.33382,38.25174
48.47800,48.43316,38.19780
48.57800,48.53300,38.14030
48.67800,48.63374,38.09950
48.77800,48.73343,38.17664
48.87800,48.83325,38.31524
48.97800,48.93351,38.27069
49.07800,49.03349,38.27127
49.17800,49.13310,38.23740
49.27800,49.23354,38.24199
49.37800,49.33347,38.29343
49.47800,49.43329,38.42715
49.57800,49.53324,38.42727
49.67800,49.63374,38.41523
49.77800,49.73291,38.55241
49.87800,49.83330,38.69324
49.97800,49.93380,38.73140
50.07800,50.03340,38.84290
50.17800,50.13317,38.89791
50.27800,50.23383,38.90967
50.37800,50.33353,38.94256
50.47800,50.43316,38.97713
50.57800,50.53363,39.10371
50.67800,50.63380,39.30107
50.77800,50.73338,39.36090
50.87800,50.83323,39.41431
50.97800,50.93364,39.47104
51.07800,51.03308,39.55289
51.17800,51.13320,39.73209
51.27800,51.23389,39.95996
51.37800,51.33355,40.06317
51.47800,51.43294,40.18074
51.57800,51.53338,40.34279
51.67800,51.63335,40.37263
51.77800,51.73334,40.44882
51.87800,51.83348,40.46737
51.97800,51.93372,40.50246
52.07800,52.03337,40.56017
52.17800,52.13308,40.63686
52.27800,52.23354,40.70163
52.37800,52.33332,40.75397
52.47800,52.43326,40.83802
52.57800,52.53395,40.88764
52.67800,52.63326,40.93056
52.77800,52.73337,40.97354
52.87800,52.83361,40.88537
52.97800,52.93356,40.97428
53.07800,53.03328,41.02422
53.17800,53.13379,41.09885
53.27800,53.23363,41.26282
53.37800,53.33324,41.34972
53.47800,53.43314,41.38636
53.57800,53.53371,41.55433
53.67800,53.63316,41.60441
53.77800,53.73322,41.63869
53.87800,53.83384,41.68331
53.97800,53.93325,41.71435
54.07800,54.03312,41.76878
54.17800,54.13356,41.89744
54.27800,54.23352,41.99165
54.37800,54.33310,42.19587
54.47800,54.43373,42.39270
54.57800,54.53356,42.53138
54.67800,54.63332,42.71066
54.77800,54.73289,42.79173
54.87800,54.83387,42.94757
54.97800,54.93324,43.09625
55.07800,55.03343,43.16089
55.17800,55.13363,43.37344
55.27800,55.23333,43.52203
55.37800,55.33307,43.65037
55.47800,55.43352,43.81726
55.57800,55.53363,43.89981
55.67800,55.63343,43.99168
55.77800,55.73363,44.10158
55.87800,55.83356,44.23491
55.97800,55.93321,44.30213
56.07800,56.03313,44.45973
56.17800,56.13400,44.59772
56.27800,56.23337,44.77621
56.37800,56.33340,44.97749
56.47800,56.43369,45.12632
56.57800,56.53319,45.21238
56.67800,56.63310,45.32144
56.77800,56.73372,45.48623
56.87800,56.83366,45.73325
56.97800,56.93325,45.83426
57.07800,57.03356,46.03281
57.17800,57.13334,46.21394
57.27800,57.23303,46.19189
57.37800,57.33329,46.45158
57.47800,57.43406,46.64929
57.57800,57.53330,46.60301
57.67800,57.63304,46.66478
57.77800,57.73389,46.81522
57.87800,57.83316,46.97781
57.97800,57.93303,46.95751
58.07800,58.03376,47.12823
58.17800,58.13402,47.19946
58.27800,58.23330,47.33523
58.37800,58.33342,47.53101
58.47800,58.43346,47.71875
58.57800,58.53337,47.79101
58.67800,58.63328,47.92992
58.77800,58.73377,48.22764
58.87800,58.83336,48.35400
58.97800,58.93317,48.65331
59.07800,59.03367,48.65850
59.17800,59.13316,48.68164
59.27800,59.23311,48.84134
59.37800,59.33361,48.92292
59.47800,59.43372,49.11235
59.57800,59.53325,49.30541
59.67800,59.63338,49.41335
59.77800,59.73321,49.69461
59.87800,59.83332,49.95090
59.97800,59.93309,50.10181
60.07800,60.03392,50.33212
60.17800,60.13315,50.49512
60.27800,60.23323,50.62930
60.37800,60.33367,50.63726
60.47800,60.43316,50.58978
60.57800,60.53303,50.54836
60.67800,60.63401,50.64362
60.77800,60.73365,51.17281
60.87800,60.83334,51.67610
60.97800,60.93334,51.99931
61.07800,61.03358,52.42199
61.17800,61.13314,52.67193
61.27800,61.23316,52.85418
61.37800,61.33390,53.45531
61.47800,61.43317,53.65299
61.57800,61.53308,54.00785
61.67800,61.63364,54.23415
61.77800,61.73324,54.48848
61.87800,61.83327,54.74313
61.97800,61.93382,54.99705
62.07800,62.03376,55.26762
62.17800,62.13331,55.57204
62.27800,62.23314,55.82091
62.37800,62.33360,56.15199
62.47800,62.43347,56.37350
62.57800,62.53330,56.63604
62.67800,62.63366,56.86288
62.77800,62.73328,57.22070
62.87800,62.83309,57.54560
62.97800,62.93358,57.67128
63.07800,63.03324,57.84350
63.17800,63.13345,58.02294
63.27800,63.23373,58.09682
63.37800,63.33364,58.22083
63.47800,63.43285,58.40786
63.57800,63.53356,58.40904
63.67800,63.63354,58.40009
63.77800,63.73340,58.42095
63.87800,63.83321,58.57927
63.97800,63.93393,58.82250
64.07800,64.03313,58.96410
64.17800,64.13309,59.24191
64.27800,64.23372,59.42379
64.37800,64.33353,59.63331
64.47800,64.43326,59.74619
64.53600,64.49125,59.91493
